,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
26823,Fully Paid,60000.0,Verified,10+ years,RENT,11.49,15000,debt_consolidation,60,B
31579,Fully Paid,150000.0,Not Verified,< 1 year,RENT,11.14,11200,credit_card,36,B
11022,Fully Paid,140000.0,Not Verified,10+ years,MORTGAGE,19.69,12000,medical,60,E
12864,Fully Paid,67000.0,Not Verified,5 years,RENT,13.49,10000,other,36,C
4600,Fully Paid,102400.0,Source Verified,8 years,MORTGAGE,10.65,9600,debt_consolidation,60,B
2258,Fully Paid,140000.0,Verified,3 years,RENT,18.64,35000,credit_card,60,E
3674,Fully Paid,52800.0,Verified,4 years,MORTGAGE,16.77,25000,debt_consolidation,60,D
7765,Fully Paid,24000.0,Not Verified,< 1 year,RENT,18.79,1500,other,36,E
6553,Fully Paid,291996.0,Verified,10+ years,MORTGAGE,17.27,20000,debt_consolidation,60,D
31374,Fully Paid,52500.0,Verified,2 years,RENT,14.96,22500,credit_card,36,D
18548,Fully Paid,96000.0,Verified,10+ years,MORTGAGE,12.68,9600,car,60,C
7144,Fully Paid,21000.0,Source Verified,2 years,OWN,15.27,6000,major_purchase,36,C
25287,Fully Paid,20000.0,Source Verified,1 year,RENT,10.75,6000,debt_consolidation,36,B
13638,Fully Paid,60000.0,Not Verified,2 years,MORTGAGE,5.99,6000,major_purchase,36,A
22693,Fully Paid,72000.0,Verified,4 years,RENT,9.25,20000,small_business,36,B
20554,Fully Paid,58000.0,Verified,5 years,MORTGAGE,10.36,19750,credit_card,60,B
19442,Fully Paid,62000.0,Source Verified,2 years,RENT,9.63,8000,car,36,B
30125,Fully Paid,50000.0,Not Verified,5 years,MORTGAGE,6.39,2000,home_improvement,36,A
29967,Fully Paid,83500.0,Verified,1 year,RENT,13.48,20000,wedding,36,C
36087,Fully Paid,34928.12,Source Verified,1 year,RENT,16.0,11500,debt_consolidation,36,E
37458,Fully Paid,33000.0,Not Verified,3 years,RENT,10.96,4000,other,36,B
3791,Fully Paid,240000.0,Source Verified,3 years,MORTGAGE,22.35,35000,small_business,60,F
9119,Fully Paid,36184.8,Verified,2 years,OWN,9.99,12000,other,36,B
28919,Fully Paid,70000.0,Not Verified,8 years,RENT,15.7,16000,debt_consolidation,36,D
678,Fully Paid,69000.0,Verified,4 years,RENT,20.3,20000,credit_card,60,E
1190,Fully Paid,31200.0,Not Verified,1 year,RENT,10.65,12950,house,60,B
9757,Fully Paid,58000.0,Verified,10+ years,MORTGAGE,15.62,14825,debt_consolidation,36,D
8525,Fully Paid,28000.0,Source Verified,1 year,RENT,5.99,9500,debt_consolidation,36,A
21697,Fully Paid,63600.0,Not Verified,10+ years,MORTGAGE,6.91,3000,other,36,A
8731,Fully Paid,45600.0,Verified,6 years,MORTGAGE,6.99,3000,vacation,36,A
15281,Fully Paid,60000.0,Not Verified,3 years,MORTGAGE,5.42,3200,home_improvement,36,A
1013,Fully Paid,52000.0,Verified,10+ years,RENT,17.27,24500,debt_consolidation,60,D
16217,Fully Paid,47000.0,Verified,3 years,RENT,10.37,12000,debt_consolidation,36,B
36962,Fully Paid,46000.0,Verified,9 years,OWN,14.74,10000,credit_card,36,D
22688,Fully Paid,98004.0,Verified,10+ years,MORTGAGE,5.42,6000,major_purchase,36,A
9012,Fully Paid,50400.0,Verified,2 years,RENT,18.79,10800,debt_consolidation,36,E
18509,Fully Paid,115000.0,Not Verified,6 years,RENT,7.29,10000,debt_consolidation,36,A
23695,Fully Paid,68000.0,Verified,8 years,MORTGAGE,10.36,10000,debt_consolidation,36,B
28158,Fully Paid,56160.0,Not Verified,1 year,RENT,13.98,6000,debt_consolidation,36,C
23548,Fully Paid,60008.0,Verified,< 1 year,MORTGAGE,18.17,18000,debt_consolidation,60,F
30237,Fully Paid,50000.0,Not Verified,2 years,MORTGAGE,10.62,5000,debt_consolidation,36,B
30274,Fully Paid,48000.0,Not Verified,4 years,RENT,14.96,2000,other,36,D
32259,Fully Paid,72000.0,Not Verified,10+ years,OWN,8.94,10000,wedding,36,A
18775,Fully Paid,61000.0,Verified,2 years,RENT,7.66,5000,debt_consolidation,36,A
25514,Fully Paid,47500.0,Not Verified,8 years,RENT,6.76,3000,debt_consolidation,36,A
9262,Fully Paid,42500.0,Source Verified,10+ years,MORTGAGE,8.49,7500,home_improvement,36,A
32458,Fully Paid,170000.0,Not Verified,4 years,OWN,12.53,20000,home_improvement,36,B
12212,Fully Paid,35000.0,Verified,5 years,OWN,16.49,1800,vacation,36,D
5797,Fully Paid,60000.0,Verified,< 1 year,RENT,19.91,20000,debt_consolidation,60,E
27408,Fully Paid,48000.0,Verified,2 years,OWN,16.45,5000,debt_consolidation,60,E
30060,Fully Paid,220000.0,Verified,1 year,OWN,19.41,14725,major_purchase,36,F
834,Fully Paid,120000.0,Verified,2 years,RENT,6.62,32000,small_business,36,A
17344,Fully Paid,75000.0,Not Verified,6 years,MORTGAGE,11.11,11000,home_improvement,60,B
10968,Fully Paid,82500.0,Verified,2 years,MORTGAGE,11.49,14250,debt_consolidation,60,B
19856,Fully Paid,24000.0,Verified,6 years,RENT,15.28,5000,other,36,D
15308,Fully Paid,93000.0,Verified,10+ years,MORTGAGE,11.49,29000,debt_consolidation,60,B
16311,Fully Paid,61000.0,Not Verified,9 years,RENT,16.77,12000,debt_consolidation,60,E
30686,Fully Paid,89000.0,Not Verified,10+ years,MORTGAGE,13.11,25000,credit_card,36,C
32073,Fully Paid,86670.0,Not Verified,4 years,MORTGAGE,12.53,20000,credit_card,36,B
3811,Fully Paid,72000.0,Not Verified,10+ years,MORTGAGE,12.69,5000,other,36,B
22226,Fully Paid,39600.0,Not Verified,7 years,OWN,6.54,9900,car,36,A
16370,Fully Paid,26400.0,Source Verified,10+ years,RENT,11.11,1500,major_purchase,36,B
447,Fully Paid,52800.0,Not Verified,10+ years,MORTGAGE,11.71,2625,medical,36,B
11440,Fully Paid,51000.0,Not Verified,10+ years,MORTGAGE,11.49,1800,debt_consolidation,36,B
15,Fully Paid,28000.0,Not Verified,< 1 year,RENT,16.29,1000,debt_consolidation,36,D
35354,Fully Paid,300000.0,Verified,8 years,OWN,14.42,25000,home_improvement,36,D
7106,Fully Paid,65000.0,Verified,7 years,RENT,13.49,4000,small_business,60,C
2220,Fully Paid,63000.0,Not Verified,9 years,MORTGAGE,15.96,18000,debt_consolidation,60,C
23309,Fully Paid,33600.0,Verified,1 year,OWN,8.88,21250,home_improvement,36,B
8741,Fully Paid,53500.0,Verified,3 years,MORTGAGE,13.49,5000,debt_consolidation,36,C
13729,Fully Paid,76000.0,Source Verified,3 years,RENT,10.99,12000,debt_consolidation,36,B
28746,Fully Paid,351699.96,Not Verified,7 years,RENT,15.7,10500,moving,36,D
10904,Fully Paid,27000.0,Verified,6 years,RENT,15.62,10000,debt_consolidation,36,D
20585,Fully Paid,40000.0,Verified,10+ years,OWN,8.88,13750,debt_consolidation,36,B
6727,Fully Paid,65000.0,Not Verified,3 years,RENT,6.62,4000,debt_consolidation,36,A
9062,Fully Paid,200000.0,Verified,3 years,MORTGAGE,7.49,24000,home_improvement,36,A
28019,Fully Paid,84996.0,Verified,< 1 year,RENT,18.3,18000,debt_consolidation,60,F
21540,Fully Paid,80000.0,Source Verified,< 1 year,OWN,6.17,16000,home_improvement,36,A
30303,Fully Paid,504000.0,Not Verified,4 years,RENT,11.36,3000,debt_consolidation,36,B
26406,Fully Paid,19200.0,Source Verified,1 year,RENT,16.32,4000,other,60,D
23989,Fully Paid,60000.0,Verified,< 1 year,RENT,11.86,12000,credit_card,36,B
10872,Fully Paid,63830.0,Verified,2 years,MORTGAGE,17.99,15000,debt_consolidation,36,E
3480,Fully Paid,88000.0,Verified,10+ years,MORTGAGE,14.65,12000,home_improvement,36,C
34043,Fully Paid,57000.0,Not Verified,4 years,RENT,8.94,12000,credit_card,36,A
21309,Fully Paid,95000.0,Verified,10+ years,MORTGAGE,5.42,9000,debt_consolidation,36,A
5391,Fully Paid,85000.0,Not Verified,4 years,MORTGAGE,6.03,3000,debt_consolidation,36,A
16783,Fully Paid,18000.0,Not Verified,1 year,RENT,13.8,1800,moving,36,C
7554,Fully Paid,53922.0,Source Verified,10+ years,RENT,10.59,5000,moving,36,B
8961,Fully Paid,32000.0,Not Verified,4 years,MORTGAGE,5.99,2000,debt_consolidation,36,A
32522,Fully Paid,24000.0,Not Verified,5 years,RENT,11.14,2000,other,36,B
8259,Fully Paid,165000.0,Verified,3 years,MORTGAGE,5.42,5000,debt_consolidation,36,A
28652,Fully Paid,45000.0,Not Verified,< 1 year,MORTGAGE,11.36,3900,major_purchase,36,B
31777,Fully Paid,58900.0,Not Verified,2 years,RENT,13.57,14900,debt_consolidation,36,C
28643,Fully Paid,113500.0,Verified,10+ years,MORTGAGE,17.19,25000,debt_consolidation,60,E
20388,Fully Paid,75000.0,Verified,1 year,RENT,14.09,9000,other,36,D
26265,Fully Paid,42600.0,Source Verified,5 years,RENT,17.56,8000,other,60,E
7938,Fully Paid,72500.0,Source Verified,2 years,RENT,10.59,9000,debt_consolidation,36,B
4262,Fully Paid,60000.0,Verified,5 years,MORTGAGE,8.9,17000,credit_card,36,A
14825,Fully Paid,41000.0,Not Verified,10+ years,MORTGAGE,10.99,10000,home_improvement,36,B
12354,Fully Paid,150000.0,Verified,2 years,RENT,6.99,8200,home_improvement,36,A
33278,Fully Paid,48000.0,Not Verified,1 year,RENT,11.14,6000,debt_consolidation,36,B
16391,Fully Paid,70000.0,Verified,1 year,RENT,10.37,35000,debt_consolidation,60,B
28554,Fully Paid,69996.0,Not Verified,10+ years,RENT,7.88,19200,other,36,A
12220,Fully Paid,75000.0,Source Verified,10+ years,RENT,21.74,15175,credit_card,36,F
34604,Fully Paid,40000.0,Not Verified,1 year,RENT,13.22,7200,debt_consolidation,36,C
12573,Fully Paid,77385.19,Not Verified,5 years,RENT,5.99,6150,debt_consolidation,36,A
14540,Fully Paid,35000.0,Not Verified,2 years,RENT,15.62,4200,medical,36,D
13234,Fully Paid,35600.0,Not Verified,3 years,RENT,7.49,4000,debt_consolidation,36,A
31501,Fully Paid,42288.0,Not Verified,2 years,RENT,10.99,5000,debt_consolidation,36,B
4484,Fully Paid,77800.0,Source Verified,2 years,RENT,12.42,9000,debt_consolidation,36,B
24229,Fully Paid,104080.0,Not Verified,3 years,OWN,18.3,5000,debt_consolidation,60,F
16564,Fully Paid,38500.0,Source Verified,< 1 year,RENT,10.0,3000,debt_consolidation,36,B
29738,Fully Paid,40000.0,Not Verified,2 years,RENT,10.99,12000,debt_consolidation,36,B
37800,Fully Paid,28000.0,Not Verified,< 1 year,RENT,12.29,6975,debt_consolidation,36,C
24927,Fully Paid,50000.0,Not Verified,2 years,OWN,11.86,5600,debt_consolidation,36,B
15171,Fully Paid,50000.0,Not Verified,2 years,MORTGAGE,11.49,17000,major_purchase,60,B
28683,Fully Paid,85000.0,Verified,< 1 year,MORTGAGE,12.73,25000,debt_consolidation,60,C
21858,Fully Paid,130000.0,Source Verified,10+ years,MORTGAGE,14.46,10500,home_improvement,60,D
29387,Fully Paid,63996.0,Not Verified,8 years,MORTGAGE,10.25,12000,debt_consolidation,36,B
24231,Fully Paid,48000.0,Verified,10+ years,MORTGAGE,11.12,20000,debt_consolidation,36,B
33481,Fully Paid,25800.0,Not Verified,10+ years,OWN,8.94,10000,home_improvement,36,A
27911,Fully Paid,182496.0,Source Verified,2 years,OWN,11.86,24250,major_purchase,60,B
14344,Fully Paid,73000.0,Verified,3 years,MORTGAGE,11.99,17000,credit_card,36,B
6304,Fully Paid,90000.0,Verified,6 years,RENT,12.42,1950,debt_consolidation,36,B
4014,Fully Paid,40000.0,Verified,3 years,MORTGAGE,17.27,17600,debt_consolidation,60,D
16943,Fully Paid,48000.0,Source Verified,3 years,OWN,13.8,4500,home_improvement,36,C
22960,Fully Paid,136000.0,Not Verified,10+ years,MORTGAGE,6.17,14400,credit_card,60,A
31049,Fully Paid,15600.0,Not Verified,5 years,OWN,6.39,3300,debt_consolidation,36,A
34011,Fully Paid,77004.0,Verified,2 years,MORTGAGE,13.92,16000,debt_consolidation,36,C
27989,Fully Paid,46000.0,Not Verified,1 year,MORTGAGE,13.23,9600,debt_consolidation,60,C
21914,Fully Paid,63600.0,Verified,4 years,RENT,13.35,25000,credit_card,60,C
11850,Fully Paid,44100.0,Verified,1 year,RENT,20.62,16400,debt_consolidation,60,F
28918,Fully Paid,46000.0,Source Verified,< 1 year,RENT,7.51,10000,debt_consolidation,60,A
25933,Fully Paid,40000.0,Not Verified,6 years,RENT,11.86,1950,other,36,B
24247,Fully Paid,35000.0,Verified,10+ years,MORTGAGE,7.51,13650,home_improvement,36,A
35248,Fully Paid,90000.0,Verified,8 years,MORTGAGE,11.58,25000,small_business,36,B
29206,Fully Paid,90000.0,Not Verified,10+ years,MORTGAGE,6.76,5000,debt_consolidation,36,A
33080,Fully Paid,32000.0,Not Verified,6 years,RENT,13.57,10800,debt_consolidation,36,C
25872,Fully Paid,41500.0,Source Verified,10+ years,MORTGAGE,7.14,8500,debt_consolidation,36,A
35912,Fully Paid,80000.0,Not Verified,5 years,MORTGAGE,15.37,2750,major_purchase,36,D
16608,Fully Paid,60000.0,Not Verified,7 years,MORTGAGE,11.11,10950,debt_consolidation,36,B
26842,Fully Paid,45000.0,Source Verified,4 years,MORTGAGE,7.88,5000,small_business,36,A
35346,Fully Paid,43000.0,Source Verified,2 years,RENT,13.16,10000,debt_consolidation,36,C
16176,Fully Paid,24000.0,Source Verified,4 years,RENT,12.68,5600,debt_consolidation,36,C
22466,Fully Paid,48000.0,Verified,5 years,RENT,9.25,18000,wedding,36,B
13114,Fully Paid,62000.0,Not Verified,10+ years,RENT,6.99,7000,debt_consolidation,36,A
32407,Fully Paid,114800.0,Verified,6 years,RENT,8.94,10000,debt_consolidation,36,A
20989,Fully Paid,70000.0,Source Verified,10+ years,RENT,9.25,6000,debt_consolidation,36,B
20638,Fully Paid,90000.0,Verified,2 years,MORTGAGE,14.83,15000,credit_card,36,D
10868,Fully Paid,15000.0,Source Verified,< 1 year,RENT,11.49,1800,other,36,B
3349,Fully Paid,270000.0,Source Verified,1 year,MORTGAGE,12.42,35000,debt_consolidation,60,B
8331,Fully Paid,300000.0,Verified,1 year,MORTGAGE,15.23,9600,home_improvement,36,C
37720,Fully Paid,45000.0,Not Verified,7 years,MORTGAGE,8.0,7500,other,36,A
31545,Fully Paid,70028.0,Not Verified,7 years,RENT,11.36,2000,other,36,B
20246,Fully Paid,70632.0,Verified,10+ years,MORTGAGE,7.66,9150,debt_consolidation,60,A
1938,Fully Paid,96000.0,Verified,10+ years,MORTGAGE,7.9,35000,home_improvement,36,A
6045,Fully Paid,100000.0,Not Verified,10+ years,MORTGAGE,6.62,10000,debt_consolidation,36,A
30678,Fully Paid,25000.0,Not Verified,10+ years,OWN,7.88,13000,credit_card,36,A
26454,Fully Paid,36000.0,Source Verified,10+ years,RENT,18.67,7500,credit_card,60,F
25454,Fully Paid,42000.0,Source Verified,4 years,RENT,17.19,15000,debt_consolidation,60,E
21296,Fully Paid,55000.0,Not Verified,4 years,RENT,8.88,7000,debt_consolidation,36,B
35211,Fully Paid,38000.0,Verified,4 years,MORTGAGE,14.42,4000,medical,36,D
9278,Fully Paid,56000.0,Source Verified,< 1 year,RENT,10.99,3200,small_business,36,B
10356,Fully Paid,75000.0,Verified,8 years,MORTGAGE,10.59,25000,debt_consolidation,36,B
24628,Fully Paid,35827.2,Verified,10+ years,RENT,10.75,5000,debt_consolidation,36,B
13251,Fully Paid,120000.0,Source Verified,3 years,MORTGAGE,5.99,4800,other,36,A
28118,Fully Paid,32000.0,Source Verified,3 years,RENT,11.49,8400,debt_consolidation,36,B
4680,Fully Paid,96000.0,Verified,4 years,MORTGAGE,12.69,10000,vacation,36,B
37748,Fully Paid,30000.0,Not Verified,4 years,MORTGAGE,10.71,5000,credit_card,36,B
12532,Fully Paid,157000.0,Verified,5 years,MORTGAGE,7.49,7200,credit_card,36,A
6,Fully Paid,47004.0,Not Verified,8 years,RENT,15.96,7000,debt_consolidation,60,C
14795,Fully Paid,24000.0,Source Verified,< 1 year,MORTGAGE,13.49,4000,small_business,36,C
12191,Fully Paid,42000.0,Not Verified,3 years,MORTGAGE,10.59,12000,debt_consolidation,60,B
12451,Fully Paid,78000.0,Source Verified,4 years,MORTGAGE,8.49,15000,debt_consolidation,36,A
11908,Fully Paid,230000.0,Not Verified,< 1 year,MORTGAGE,13.49,12675,debt_consolidation,60,C
31251,Fully Paid,65000.0,Not Verified,3 years,MORTGAGE,7.14,8000,debt_consolidation,36,A
29596,Fully Paid,15600.0,Not Verified,2 years,OWN,15.7,4000,debt_consolidation,36,D
2488,Fully Paid,98400.0,Source Verified,10+ years,MORTGAGE,6.62,9000,debt_consolidation,36,A
13602,Fully Paid,55000.0,Source Verified,< 1 year,RENT,10.59,10000,debt_consolidation,36,B
33815,Fully Paid,50004.0,Not Verified,3 years,RENT,15.31,12000,debt_consolidation,36,D
26808,Fully Paid,52800.0,Not Verified,3 years,RENT,6.76,4500,car,36,A
12164,Fully Paid,67200.0,Not Verified,10+ years,MORTGAGE,6.99,5525,home_improvement,36,A
13302,Fully Paid,39996.0,Not Verified,< 1 year,RENT,12.99,4000,major_purchase,36,C
12411,Fully Paid,85100.0,Source Verified,3 years,RENT,12.99,15000,major_purchase,36,C
10006,Fully Paid,80000.0,Verified,6 years,MORTGAGE,14.79,22875,debt_consolidation,60,C
11157,Fully Paid,39000.0,Verified,5 years,OWN,11.99,12000,other,36,B
35283,Fully Paid,34200.0,Not Verified,1 year,RENT,12.84,3500,credit_card,36,C
33569,Fully Paid,56000.0,Not Verified,4 years,RENT,15.31,2800,other,36,D
15918,Fully Paid,128000.0,Verified,10+ years,MORTGAGE,11.11,32000,credit_card,36,B
20698,Fully Paid,55000.0,Source Verified,2 years,RENT,12.98,3200,debt_consolidation,36,C
19497,Fully Paid,30000.0,Source Verified,4 years,RENT,17.88,10000,wedding,60,E
30399,Fully Paid,65000.0,Not Verified,3 years,MORTGAGE,7.88,2000,small_business,36,A
38693,Fully Paid,120000.0,Not Verified,8 years,MORTGAGE,7.43,5000,debt_consolidation,36,A
15070,Fully Paid,45000.0,Verified,2 years,MORTGAGE,10.59,4750,debt_consolidation,60,B
32435,Fully Paid,40000.0,Not Verified,10+ years,OWN,13.22,7500,credit_card,36,C
1220,Fully Paid,125000.0,Source Verified,10+ years,OWN,7.9,15000,house,36,A
38703,Fully Paid,200000.0,Not Verified,< 1 year,MORTGAGE,7.43,5000,other,36,A
20998,Fully Paid,105000.0,Verified,< 1 year,MORTGAGE,12.23,20000,other,60,C
11743,Fully Paid,62000.0,Verified,10+ years,RENT,21.36,28200,debt_consolidation,60,F
15248,Fully Paid,42000.0,Verified,1 year,MORTGAGE,11.99,4500,major_purchase,60,B
3430,Fully Paid,133000.0,Verified,3 years,MORTGAGE,16.77,15000,credit_card,36,D
16468,Fully Paid,33600.0,Source Verified,2 years,RENT,14.91,6000,home_improvement,36,D
5463,Fully Paid,67500.0,Verified,2 years,MORTGAGE,11.71,14400,major_purchase,36,B
23947,Fully Paid,30000.0,Source Verified,4 years,RENT,16.32,3000,other,36,D
15987,Fully Paid,88000.0,Not Verified,10+ years,RENT,11.11,17000,debt_consolidation,60,B
11195,Fully Paid,39600.0,Source Verified,7 years,RENT,11.99,9000,debt_consolidation,36,B
5400,Fully Paid,90000.0,Verified,10+ years,MORTGAGE,11.71,23000,debt_consolidation,60,B
6694,Fully Paid,154000.0,Source Verified,1 year,MORTGAGE,12.69,12000,debt_consolidation,36,B
34803,Fully Paid,120000.0,Verified,1 year,MORTGAGE,18.53,25000,credit_card,36,F
4025,Fully Paid,80000.0,Not Verified,10+ years,MORTGAGE,6.03,7000,home_improvement,36,A
23443,Fully Paid,54000.0,Not Verified,5 years,MORTGAGE,8.88,10000,debt_consolidation,36,B
4112,Fully Paid,130000.0,Source Verified,< 1 year,RENT,6.03,15000,debt_consolidation,36,A
35758,Fully Paid,55000.0,Not Verified,2 years,MORTGAGE,14.11,18000,debt_consolidation,36,D
288,Fully Paid,100000.0,Not Verified,1 year,MORTGAGE,9.91,6600,house,36,B
27913,Fully Paid,54996.0,Verified,10+ years,MORTGAGE,14.35,8000,other,36,C
33664,Fully Paid,30555.0,Not Verified,4 years,RENT,13.22,4500,debt_consolidation,36,C
853,Fully Paid,53000.0,Verified,10+ years,MORTGAGE,12.42,17050,debt_consolidation,36,B
14196,Fully Paid,57000.0,Source Verified,2 years,RENT,11.49,12000,debt_consolidation,36,B
38683,Fully Paid,95000.0,Not Verified,7 years,MORTGAGE,7.43,5000,vacation,36,A
31098,Fully Paid,44049.6,Not Verified,3 years,RENT,10.62,14000,debt_consolidation,36,B
19917,Fully Paid,43000.0,Source Verified,10+ years,RENT,13.8,1200,major_purchase,36,C
26987,Fully Paid,55000.0,Verified,5 years,RENT,13.98,16000,debt_consolidation,36,C
34867,Fully Paid,42252.0,Not Verified,3 years,MORTGAGE,12.84,8000,wedding,36,C
14710,Fully Paid,47500.0,Not Verified,1 year,RENT,12.99,5200,credit_card,60,C
12711,Fully Paid,69000.0,Source Verified,4 years,RENT,13.99,3600,other,36,C
5794,Fully Paid,30000.0,Source Verified,< 1 year,RENT,8.9,7000,credit_card,36,A
18863,Fully Paid,117014.0,Source Verified,5 years,MORTGAGE,7.29,8400,home_improvement,36,A
15524,Fully Paid,60000.0,Source Verified,10+ years,MORTGAGE,14.17,10200,debt_consolidation,60,C
14470,Fully Paid,26400.0,Not Verified,1 year,RENT,13.49,8325,debt_consolidation,60,C
16280,Fully Paid,89440.0,Source Verified,10+ years,MORTGAGE,5.79,8000,home_improvement,36,A
30298,Fully Paid,23040.0,Not Verified,3 years,RENT,13.11,2000,other,36,C
16164,Fully Paid,65000.0,Verified,10+ years,MORTGAGE,16.77,18000,small_business,60,E
37029,Fully Paid,150000.0,Verified,9 years,MORTGAGE,11.58,12500,small_business,36,B
12215,Fully Paid,136000.0,Verified,5 years,MORTGAGE,9.99,21000,debt_consolidation,36,B
23535,Fully Paid,45000.0,Not Verified,2 years,RENT,9.25,11000,debt_consolidation,36,B
35669,Fully Paid,29520.0,Not Verified,9 years,RENT,15.37,8500,debt_consolidation,36,D
27600,Fully Paid,60000.0,Not Verified,10+ years,RENT,11.12,6000,credit_card,60,B
28223,Fully Paid,45000.0,Not Verified,10+ years,MORTGAGE,13.61,5000,home_improvement,60,C
33292,Fully Paid,60000.0,Verified,9 years,OWN,12.53,24000,debt_consolidation,36,B
30169,Fully Paid,43200.0,Source Verified,9 years,RENT,13.48,4000,debt_consolidation,36,C
11054,Fully Paid,23004.0,Not Verified,2 years,RENT,17.99,6000,debt_consolidation,60,E
23990,Fully Paid,60000.0,Not Verified,10+ years,MORTGAGE,7.88,15000,debt_consolidation,36,A
16470,Fully Paid,150000.0,Verified,6 years,MORTGAGE,16.4,8000,home_improvement,60,E
10683,Fully Paid,102000.0,Not Verified,4 years,RENT,11.99,7800,debt_consolidation,36,B
22445,Fully Paid,60000.0,Source Verified,3 years,RENT,9.25,6500,wedding,36,B
15567,Fully Paid,38400.0,Not Verified,4 years,OWN,13.06,12500,debt_consolidation,36,C
13649,Fully Paid,70000.0,Verified,5 years,OWN,11.99,15600,major_purchase,60,B
33377,Fully Paid,30000.0,Not Verified,3 years,RENT,13.92,5000,major_purchase,36,C
1350,Fully Paid,23000.0,Not Verified,2 years,MORTGAGE,8.9,7000,debt_consolidation,36,A
1084,Fully Paid,38000.0,Source Verified,5 years,RENT,11.71,4400,credit_card,36,B
19749,Fully Paid,70000.0,Source Verified,10+ years,MORTGAGE,5.79,12000,small_business,36,A
17180,Fully Paid,60000.0,Not Verified,10+ years,RENT,7.29,5000,credit_card,36,A
5643,Fully Paid,50004.0,Not Verified,1 year,MORTGAGE,8.9,4200,other,60,A
31270,Fully Paid,37440.0,Not Verified,2 years,RENT,10.99,8000,small_business,36,B
37275,Fully Paid,58500.0,Not Verified,6 years,MORTGAGE,8.0,4000,car,36,A
15214,Fully Paid,27993.0,Not Verified,2 years,RENT,12.99,4000,debt_consolidation,36,C
3266,Fully Paid,79000.0,Verified,4 years,MORTGAGE,16.77,20000,debt_consolidation,60,D
28394,Fully Paid,115000.0,Not Verified,8 years,MORTGAGE,13.98,8000,major_purchase,60,C
22167,Fully Paid,30000.0,Not Verified,5 years,OWN,10.36,3000,small_business,36,B
37158,Fully Paid,55008.0,Not Verified,6 years,RENT,14.93,10000,educational,36,E
17840,Fully Paid,64800.0,Not Verified,10+ years,MORTGAGE,13.43,8000,major_purchase,60,C
36761,Fully Paid,28000.0,Not Verified,9 years,MORTGAGE,7.68,4000,debt_consolidation,36,A
23860,Fully Paid,115900.0,Verified,10+ years,MORTGAGE,7.88,12000,credit_card,36,A
37316,Fully Paid,93000.0,Not Verified,3 years,MORTGAGE,11.78,18000,debt_consolidation,36,C
16759,Fully Paid,80000.0,Not Verified,10+ years,MORTGAGE,14.54,20000,debt_consolidation,36,D
23607,Fully Paid,87600.0,Verified,10+ years,MORTGAGE,13.35,20000,debt_consolidation,36,C
38541,Fully Paid,80000.0,Not Verified,2 years,RENT,10.91,12375,debt_consolidation,36,C
6764,Fully Paid,72000.0,Verified,2 years,MORTGAGE,6.03,14825,debt_consolidation,36,A
9641,Fully Paid,113000.0,Source Verified,10+ years,MORTGAGE,13.49,5000,wedding,36,C
28524,Fully Paid,59451.0,Verified,2 years,RENT,16.32,9600,debt_consolidation,60,D
34657,Fully Paid,44640.0,Verified,< 1 year,RENT,11.83,12800,credit_card,36,B
5266,Fully Paid,54000.0,Source Verified,5 years,MORTGAGE,10.65,7000,debt_consolidation,36,B
17399,Fully Paid,45600.0,Source Verified,3 years,RENT,10.0,9000,car,36,B
534,Fully Paid,61000.0,Source Verified,10+ years,RENT,23.52,13000,debt_consolidation,60,G
20392,Fully Paid,75000.0,Source Verified,< 1 year,RENT,14.83,12800,moving,60,D
36258,Fully Paid,42000.0,Not Verified,1 year,RENT,15.05,15000,credit_card,36,D
19582,Fully Paid,35004.0,Verified,< 1 year,RENT,12.68,4500,other,36,C
21269,Fully Paid,51060.0,Verified,10+ years,RENT,6.91,21250,credit_card,36,A
14205,Fully Paid,43000.0,Source Verified,5 years,OWN,11.49,3500,medical,36,B
23716,Fully Paid,62000.0,Verified,2 years,RENT,6.91,13000,medical,36,A
11989,Fully Paid,123000.0,Not Verified,2 years,RENT,8.49,7000,debt_consolidation,36,A
12699,Fully Paid,48000.0,Verified,4 years,RENT,11.99,3600,vacation,36,B
26655,Fully Paid,31000.0,Not Verified,1 year,MORTGAGE,11.49,6250,debt_consolidation,60,B
6811,Fully Paid,100000.0,Verified,8 years,MORTGAGE,13.49,35000,small_business,60,C
36568,Fully Paid,110000.0,Verified,9 years,MORTGAGE,9.63,15000,small_business,36,A
16401,Fully Paid,41280.0,Not Verified,6 years,MORTGAGE,15.28,2650,car,60,D
34235,Fully Paid,24996.0,Not Verified,3 years,RENT,8.94,10000,house,36,A
2684,Fully Paid,53200.0,Source Verified,7 years,MORTGAGE,13.49,1000,other,36,C
22609,Fully Paid,84000.0,Verified,1 year,RENT,6.91,12000,debt_consolidation,36,A
31987,Fully Paid,70000.0,Not Verified,< 1 year,OWN,7.05,8000,car,36,A
12476,Fully Paid,108000.0,Source Verified,< 1 year,MORTGAGE,10.59,12000,small_business,60,B
16948,Fully Paid,69996.0,Verified,< 1 year,OWN,18.62,6200,small_business,60,F
37098,Fully Paid,45000.0,Not Verified,1 year,RENT,10.83,18200,credit_card,36,B
562,Fully Paid,66000.0,Not Verified,6 years,RENT,7.9,10000,debt_consolidation,36,A
